name,city,country,latitude,longitude
"Tropical Beverage (International) Co., Ltd",Bangkok,Thailand,13.7234,100.476
Trout River Brewing,Lyndonville,United States,44.5203,-72.0014
Tsingtao,Qingdao,China,36.0663,120.383
Tucher Bru,Nrnberg,Germany,49.4643,11.0847
Tui Brewery,Mangatainoka,New Zealand,0,0
Tunner's Guild Brewing Systems,Saint Paul,United States,44.9442,-93.0861
Tuppers Hop Pocket Ale,Bethesda,United States,38.9735,-77.1272
Tustin Brewing,Tustin,United States,33.7496,-117.812
Twin Ports Brewing,Superior,United States,46.7208,-92.1041
Twin Rivers Brewing,Monroe,United States,47.8559,-121.971
Twisted Pine Brewing Company,Boulder,United States,40.0201,-105.251
Two Brothers Brewing,Warrenville,United States,41.8206,-88.2068
Two Dogs Beverage Company,Manhasset,United States,40.7964,-73.699
TwoRows Restaurant & Brewery - Dallas,Dallas,United States,32.8545,-96.7687
Tyranena Brewing,Lake Mills,United States,43.0862,-88.8967
Tyskie Browary KsiÄ…Å¼Ä™ce,Tychy,Poland,0,0
Uerige Obergrige Hausbrauerei,Dsseldorf,Germany,51.225,6.7722
Uinta Brewing Compnay,Salt Lake City,United States,40.7326,-111.954
Ukiah Brewing,Ukiah,United States,39.1498,-123.208
Umpqua Brewing,Roseburg,United States,43.2165,-123.342
Unibroue,Chambly,Canada,45.4416,-73.2595
Unicer,,Portugal,0,0
Union Barrel Works,Reamstown,United States,40.2118,-76.1232
Union Colony Brewery,Greeley,United States,40.4233,-104.709
Unionsbru Haidhausen,Mnchen,Germany,48.1355,11.6009
United Breweries Limited,Bangalore,India,12.9689,77.5946
Upland Brewing,Bloomington,United States,39.1733,-86.5369
Upper Mississippi Brewing,Clinton,United States,41.8445,-90.1887
Upstream Brewing Company at Legacy,Omaha,United States,41.2331,-96.1811
Upstream Brewing Old Market,Omaha,United States,41.2553,-95.9306
Ushers of Trowbridge,Trowbridge,United Kingdom,51.3201,-2.208
Utah Brewers Cooperative,Salt Lake City,United States,40.7322,-111.9
Utenos Alus,Utena,Lithuania,0,0
Valley Brewing Company,Stockton,United States,37.9551,-121.322
Valley Forge Brewing,Wayne,United States,40.0439,-75.3881
Van Honsebrouch,Ingelmunster,Belgium,50.9205,3.2541
Vancouver Island Brewing,Victoria,Canada,48.4344,-123.367
Vermont Pub & Brewery,Burlington,United States,44.4773,-73.2144
Vetterï¿½s Alt Heidelberger Brauhaus,Heidelberg,Germany,0,0
Victory Brewing,Downingtown,United States,40.0061,-75.6942
Viking Brewing,Dallas,United States,45.2585,-91.8181
Vintage 50 Restaurant and Brew Lounge,Leesburg,United States,39.1126,-77.5537
Vivungs Bryggeri,Romakloster,Sweden,57.4985,18.459
"Voodoo Brewing Co.,LLC",Meadville,United States,41.6372,-80.1549
vyturio Alaus Darykla,Klaipda,Lithuania,0,0
Wachusetts Brewing Company,Westminster,United States,42.5586,-71.8715
Wagner Valley Brewing,Lodi,United States,42.5739,-76.8582
Wainwright Brewing,Pittsburgh,United States,40.4616,-79.9653
Walking Man Brewery,Stevenson,United States,45.6922,-121.885
Walldorff Brew Pub,Hastings,United States,42.6488,-85.2875
Warsteiner Brauerei,Warstein,Germany,51.4416,8.3519
Watch City Brewing,Waltham,United States,42.3718,-71.2367
Water Street Brewery,Milwaukee,United States,43.0448,-87.9114
Water Street Lake Country,Delafield,United States,43.0525,-88.3663
Water Tower Brewing,Eden Prairie,United States,44.8652,-93.4095
Watney Brewery,London,United Kingdom,51.5002,-0.1262
Watson Brothers Brewhouse,Blue Ash,United States,39.232,-84.3783
Wdi-Bru-Huus,Wdenswil,Switzerland,47.2311,8.6691
Weeping Radish Restaurant and Brewery - Manteo,Manteo,United States,35.8859,-75.6697
Weinkeller Brewery - Berwyn,Berwyn,United States,41.8506,-87.7937
Weissbierbrauerei Hopf,Miesbach,Germany,47.794,11.8311
Wells and (&) Youngs Brewing Company Ltd.,,United Kingdom,0,0
WernesgrÃ¼ner Brauerei,Steinberg/Sachsen,Germany,0,0
WernesgrÃ¼ner Brauerei GmbH,"Steinberg-WernesgrÃ¼n, Germany",Germany,0,0
Western Reserve Brewing,Cleveland,United States,41.4995,-81.6954
Weyerbacher Brewing Company,Easton,United States,40.6732,-75.2249
WH Brakspear & Sons,Henley-on-Thames,United Kingdom,51.5375,-0.9046
Wharf Rat,Baltimore,United States,39.2866,-76.6182
Whim Ales,Buxton,United Kingdom,53.1407,-1.8084
Whitbread Beer Company,Luton,United Kingdom,52.1357,-0.468
White Marsh Brewing Company,White Marsh,United States,39.3722,-76.4638
White Oak Cider,Newberg,United States,45.3498,-123.073
White Winter Winery,Iron River,United States,47.3812,-94.6669
Whitstable Brewery,Maidstone,United Kingdom,51.2047,0.6813
Widmer Brothers Brewing,Portland,United States,45.5408,-122.676
Wild Duck Brewing,Eugene,United States,44.0521,-123.087
"Wild Goose Brewery, LLC",Fredrick,United States,39.3628,-77.4265
Wild Onion Brewing,Lake Barrington,United States,42.2108,-88.1652
Wild River Brewing and Pizza - Cave Junction,Cave Junction,United States,42.1707,-123.645
William Kuether Brewing,Clear Lake,United States,45.2519,-92.2713
Williams Brothers Brewing Company,Alloa,United Kingdom,56.1163,-3.7954
Willoughby Brewing,Willoughby,United States,41.6416,-81.4066
Wilmington Brewing,Wilmington,United States,34.2257,-77.9447
Wisconsin Brewing,Wauwatosa,United States,43.0495,-88.0076
Wolf Pack Brewing,West Yellowstone,United States,44.6584,-111.1
Wolf Tongue Brewery,Nederland,United States,39.9619,-105.51
Woodforde's Norfolk Ales,Norwich,United Kingdom,52.6842,1.449
Wrzburger Hofbru AG,Wrzburg,Germany,49.792,9.915
Wychwood Brewery,Witney,United Kingdom,51.7523,-1.2558
Wychwood Brewery Company Ltd,,United Kingdom,0,0
Wyder's Cider,Calgary,Canada,51.034,-114.083
Wye Valley Brewery,Stoke Lacy,United Kingdom,52.1496,-2.5507
Wynkoop Brewing,Denver,United States,39.7535,-104.998
Yakima Brewing and Malting / Grant's Ales,Yakima,United States,46.6021,-120.506
Yaletown Brewing,Vancouver,Canada,49.2755,-123.121
Yamhill Brewing,Portland,United States,45.5235,-122.676
Yards Brewing,Philadelphia,United States,39.9831,-75.1274
Marshall Wharf Brewing Company,Belfast,United States,0,0
Youngs & Company Brewery,London,England,51.4611,-0.1966
Zea Rotisserie and Brewery,New Orleans,United States,29.9386,-90.076
Yegua Creek Brewing - Dallas,Dallas,United States,32.821,-96.7848
Yuengling & Son Brewing,Pottsville,United States,40.7,-76.1747
York Brewery,York,England,53.9571,-1.0905
Yellowstone Valley Brewing,Billings,United States,45.7861,-108.498
Yazoo Brewing,Nashville,United States,36.151,-86.7821
Yuksom Breweries,Malli,India,0,0
Baxter Brewing,Lewiston,United States,44.1004,-70.2148
Aviator Brewing Company,Fuquay Varina,United States,35.6197,-78.8085
Aspen Brewing Company,Aspen,United States,0,0
Tallgrass Brewing Co.,Manhattan,United States,0,0
Half Acre Beer Company,Chicago,United States,0,0
New Jersey Beer Company,North Bergen,United States,0,0
FINNEGANS,Minneapolis,United States,0,0
Half Pints Brewing Company,Winnipeg,Canada,0,0
Warwick Valley Wine Co.,Warwick,United States,0,0
The Nook Brewhouse,,United Kingdom,0,0
The St. Louis Brewrey,St. Louis,United States,0,0
Baltika Breweries,St. Petersburg,Russia,0,0
Baltika Breweries,St. Petersburg,Russia,0,0
Catawba Valley Brewing Company,Glen Alpine,United States,0,0
Walnut Brewery,Boulder,United States,0,0
Columbus Brewing Company,Columbus,United States,0,0
Oso,Plover,United States,0,0
Element Brewing Company,Millers Falls,United States,0,0
Cains,Liverpool,United Kingdom,0,0
Wedge Brewery,Asheville,United States,0,0
Black Creek Historic Brewery,Toronto,Canada,0,0
Hertog Jan,Arcen,Netherlands,0,0
Brewery Vivant,Grand Rapids,United States,0,0
Oakshire,Eugene,United States,0,0
Oakshire,Eugene,United States,0,0
Abhi Brewery,,India,0,0
Brasserie du Bouffay,Carquefou,France,0,0
